created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-10-22T01:26:00,white bread,specialty bar,,,,,,
2025-10-22T01:27:00,white wine,,,,,,,
2025-10-22T01:28:00,fish,citrus fruit,tropical fruit,other vegetables,oil,margarine,white wine,
2025-10-22T01:29:00,ham,,,,,,,
2025-10-22T01:30:00,beverages,rolls/buns,bottled water,,,,,
2025-10-22T01:31:00,soda,specialty chocolate,shopping bags,,,,,
2025-10-22T01:32:00,sliced cheese,canned beer,,,,,,
2025-10-22T01:33:00,tropical fruit,waffles,newspapers,,,,,
2025-10-22T01:34:00,rolls/buns,soda,,,,,,
2025-10-22T01:35:00,waffles,,,,,,,
2025-10-22T01:36:00,bottled beer,,,,,,,
2025-10-22T01:37:00,hamburger meat,soft cheese,hard cheese,baking powder,meat spreads,dish cleaner,,
2025-10-22T01:38:00,other vegetables,frozen meals,soda,,,,,
2025-10-22T01:39:00,root vegetables,yogurt,UHT-milk,rolls/buns,,,,
2025-10-22T01:40:00,whole milk,napkins,,,,,,
2025-10-22T01:41:00,bottled beer,seasonal products,,,,,,
2025-10-22T01:42:00,sausage,curd,,,,,,
2025-10-22T01:43:00,sausage,chicken,other vegetables,soft cheese,frozen vegetables,spices,soda,shopping bags
2025-10-22T01:44:00,whole milk,,,,,,,
2025-10-22T01:45:00,artif. sweetener,coffee,,,,,,
2025-10-22T01:46:00,finished products,other vegetables,pet care,misc. beverages,chocolate,newspapers,,
2025-10-22T01:47:00,dog food,,,,,,,
2025-10-22T01:48:00,ham,tropical fruit,pip fruit,other vegetables,UHT-milk,sliced cheese,domestic eggs,white bread
2025-10-22T01:49:00,bottled beer,liquor,red/blush wine,waffles,candy,napkins,shopping bags,
2025-10-22T01:50:00,ice cream,domestic eggs,rolls/buns,bottled water,soda,bottled beer,nut snack,shopping bags
2025-10-22T01:51:00,coffee,syrup,,,,,,
2025-10-22T01:52:00,beef,spread cheese,rolls/buns,white wine,shopping bags,,,
2025-10-22T01:53:00,frozen fish,,,,,,,
2025-10-22T01:54:00,bottled beer,,,,,,,
2025-10-22T01:55:00,onions,fruit/vegetable juice,,,,,,
2025-10-22T01:56:00,chicken,bottled beer,,,,,,
2025-10-22T01:57:00,beef,other vegetables,whole milk,ice cream,,,,
2025-10-22T01:58:00,meat,other vegetables,dessert,yogurt,domestic eggs,rolls/buns,oil,pet care
2025-10-22T01:59:00,chewing gum,napkins,,,,,,
2025-10-22T02:00:00,rolls/buns,dishes,,,,,,
2025-10-22T02:01:00,frankfurter,sausage,other vegetables,yogurt,rolls/buns,white bread,,
2025-10-22T02:02:00,whole milk,frozen vegetables,,,,,,
2025-10-22T02:03:00,canned beer,specialty bar,,,,,,
2025-10-22T02:04:00,canned beer,red/blush wine,,,,,,
2025-10-22T02:05:00,specialty chocolate,,,,,,,
2025-10-22T02:06:00,UHT-milk,specialty bar,,,,,,
2025-10-22T02:07:00,beverages,cream cheese,,,,,,
2025-10-22T02:08:00,soda,,,,,,,
2025-10-22T02:09:00,root vegetables,whole milk,long life bakery product,cling film/bags,,,,
2025-10-22T02:10:00,sausage,rolls/buns,coffee,,,,,
2025-10-22T02:11:00,rolls/buns,,,,,,,
2025-10-22T02:12:00,tropical fruit,yogurt,bottled water,specialty chocolate,,,,
2025-10-22T02:13:00,citrus fruit,grapes,onions,other vegetables,whipped/sour cream,cream cheese,mayonnaise,frozen vegetables
2025-10-22T02:14:00,salty snack,,,,,,,
2025-10-22T02:15:00,other vegetables,rice,coffee,specialty chocolate,seasonal products,hygiene articles,shopping bags,
2025-10-22T02:16:00,canned beer,,,,,,,
2025-10-22T02:17:00,chocolate,,,,,,,
2025-10-22T02:18:00,onions,whipped/sour cream,newspapers,,,,,
2025-10-22T02:19:00,male cosmetics,,,,,,,
2025-10-22T02:20:00,chicken,frozen vegetables,chocolate,chocolate marshmallow,shopping bags,,,
2025-10-22T02:21:00,whole milk,soda,fruit/vegetable juice,shopping bags,,,,
2025-10-22T02:22:00,white bread,,,,,,,
2025-10-22T02:23:00,pork,other vegetables,whipped/sour cream,frozen vegetables,cereals,cat food,fruit/vegetable juice,cake bar
2025-10-22T02:24:00,meat,whole milk,domestic eggs,pastry,,,,
2025-10-22T02:25:00,other vegetables,condensed milk,soda,misc. beverages,,,,
2025-10-22T02:26:00,whole milk,frozen meals,white bread,bottled water,soda,candy,,
2025-10-22T02:27:00,beef,root vegetables,other vegetables,bottled water,soda,,,
2025-10-22T02:28:00,frankfurter,sausage,yogurt,white bread,bottled water,soda,shopping bags,
2025-10-22T02:29:00,sausage,ham,curd,soda,cake bar,shopping bags,,
2025-10-22T02:30:00,pastry,bottled beer,,,,,,
2025-10-22T02:31:00,napkins,,,,,,,
2025-10-22T02:32:00,canned fish,canned beer,chocolate,,,,,
2025-10-22T02:33:00,bottled beer,,,,,,,
2025-10-22T02:34:00,citrus fruit,tropical fruit,brown bread,sauces,soda,napkins,shopping bags,
2025-10-22T02:35:00,whole milk,brown bread,salt,sugar,,,,
2025-10-22T02:36:00,whole milk,butter,,,,,,
2025-10-22T02:37:00,frankfurter,onions,butter milk,spices,soups,soda,shopping bags,
2025-10-22T02:38:00,tropical fruit,grapes,frozen meals,brown bread,bottled water,soda,shopping bags,
2025-10-22T02:39:00,coffee,,,,,,,
2025-10-22T02:40:00,herbs,butter,chocolate,,,,,
2025-10-22T02:41:00,sausage,root vegetables,specialty bar,seasonal products,,,,
2025-10-22T02:42:00,root vegetables,herbs,whole milk,curd,frozen vegetables,frozen dessert,sweet spreads,fruit/vegetable juice
2025-10-22T02:43:00,curd,yogurt,white bread,brown bread,flour,artif. sweetener,red/blush wine,shopping bags
2025-10-22T02:44:00,dessert,misc. beverages,fruit/vegetable juice,popcorn,shopping bags,,,
2025-10-22T02:45:00,tropical fruit,pip fruit,whole milk,rolls/buns,brown bread,soda,chewing gum,
2025-10-22T02:46:00,pastry,,,,,,,
2025-10-22T02:47:00,rolls/buns,soda,female sanitary products,,,,,
2025-10-22T02:48:00,rolls/buns,bottled beer,,,,,,
2025-10-22T02:49:00,hamburger meat,other vegetables,curd,rolls/buns,bottled beer,specialty bar,,
2025-10-22T02:50:00,pastry,,,,,,,
2025-10-22T02:51:00,pip fruit,,,,,,,
2025-10-22T02:52:00,bottled water,bottled beer,white wine,,,,,
2025-10-22T02:53:00,cream cheese,brown bread,meat spreads,soda,chocolate,,,
2025-10-22T02:54:00,root vegetables,yogurt,soda,popcorn,,,,
2025-10-22T02:55:00,canned beer,salty snack,chocolate,,,,,
2025-10-22T02:56:00,whole milk,butter,yogurt,rolls/buns,coffee,fruit/vegetable juice,detergent,
2025-10-22T02:57:00,rolls/buns,,,,,,,
2025-10-22T02:58:00,root vegetables,,,,,,,
2025-10-22T02:59:00,yogurt,flour,sugar,baking powder,,,,
2025-10-22T03:00:00,yogurt,whipped/sour cream,UHT-milk,fruit/vegetable juice,newspapers,,,
2025-10-22T03:01:00,sausage,rolls/buns,margarine,,,,,
2025-10-22T03:02:00,other vegetables,cream cheese,rolls/buns,margarine,specialty fat,soups,,
2025-10-22T03:03:00,coffee,,,,,,,
2025-10-22T03:04:00,beef,frozen vegetables,rolls/buns,soda,chewing gum,photo/film,,
2025-10-22T03:05:00,beef,sugar,soda,long life bakery product,hygiene articles,,,
2025-10-22T03:06:00,pip fruit,processed cheese,bottled water,,,,,
2025-10-22T03:07:00,tropical fruit,pip fruit,frozen meals,softener,,,,
2025-10-22T03:08:00,pork,bottled water,,,,,,
2025-10-22T03:09:00,pork,whole milk,yogurt,cream cheese,rolls/buns,pudding powder,,
2025-10-22T03:10:00,sausage,beef,hamburger meat,pip fruit,root vegetables,herbs,other vegetables,yogurt
2025-10-22T03:11:00,chicken,root vegetables,whole milk,,,,,
2025-10-22T03:12:00,frankfurter,beef,other vegetables,pasta,margarine,canned fish,dishes,cling film/bags
2025-10-22T03:13:00,other vegetables,whole milk,dessert,cream cheese,sugar,dishes,,
2025-10-22T03:14:00,pip fruit,herbs,other vegetables,whipped/sour cream,oil,bottled water,,
2025-10-22T03:15:00,whole milk,yogurt,bottled water,,,,,
2025-10-22T03:16:00,pork,shopping bags,,,,,,
2025-10-22T03:17:00,pip fruit,newspapers,,,,,,
2025-10-22T03:18:00,pip fruit,other vegetables,whipped/sour cream,sliced cheese,rolls/buns,,,
2025-10-22T03:19:00,frankfurter,meat,chicken,pip fruit,root vegetables,onions,whipped/sour cream,domestic eggs
2025-10-22T03:20:00,canned beer,,,,,,,
2025-10-22T03:21:00,butter,yogurt,frozen vegetables,frozen potato products,pickled vegetables,,,
2025-10-22T03:22:00,sausage,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,butter,processed cheese
2025-10-22T03:23:00,meat,citrus fruit,yogurt,condensed milk,frozen vegetables,spices,meat spreads,canned fish
2025-10-22T03:24:00,dog food,detergent,hygiene articles,napkins,newspapers,potted plants,,
2025-10-22T03:25:00,sausage,hamburger meat,margarine,,,,,
2025-10-22T03:26:00,sausage,soda,,,,,,
2025-10-22T03:27:00,pip fruit,whole milk,cream cheese,rolls/buns,chocolate,cooking chocolate,,
2025-10-22T03:28:00,tropical fruit,whole milk,frozen meals,frozen dessert,rolls/buns,soda,bottled beer,cake bar
2025-10-22T03:29:00,beef,citrus fruit,curd,butter milk,,,,
2025-10-22T03:30:00,whole milk,butter,,,,,,
2025-10-22T03:31:00,citrus fruit,rolls/buns,,,,,,
2025-10-22T03:32:00,pastry,soda,,,,,,
2025-10-22T03:33:00,frozen meals,,,,,,,
2025-10-22T03:34:00,sausage,tropical fruit,root vegetables,whole milk,yogurt,frozen potato products,pastry,
2025-10-22T03:35:00,organic sausage,pork,root vegetables,curd,bottled water,,,
2025-10-22T03:36:00,whole milk,rolls/buns,pastry,,,,,
2025-10-22T03:37:00,beverages,cream cheese,,,,,,
2025-10-22T03:38:00,citrus fruit,yogurt,newspapers,,,,,
2025-10-22T03:39:00,berries,yogurt,whipped/sour cream,sugar,,,,
2025-10-22T03:40:00,meat,butter,yogurt,rolls/buns,bottled water,soda,fruit/vegetable juice,
2025-10-22T03:41:00,bottled beer,,,,,,,
2025-10-22T03:42:00,rolls/buns,soda,,,,,,
2025-10-22T03:43:00,whole milk,rolls/buns,flour,vinegar,shopping bags,,,
2025-10-22T03:44:00,citrus fruit,tropical fruit,whole milk,rolls/buns,brown bread,bottled water,,
2025-10-22T03:45:00,beverages,processed cheese,coffee,,,,,
2025-10-22T03:46:00,tropical fruit,,,,,,,
2025-10-22T03:47:00,other vegetables,sliced cheese,rolls/buns,bottled water,newspapers,,,
2025-10-22T03:48:00,rolls/buns,,,,,,,
2025-10-22T03:49:00,curd cheese,rolls/buns,,,,,,
2025-10-22T03:50:00,grapes,UHT-milk,,,,,,
2025-10-22T03:51:00,canned beer,,,,,,,
2025-10-22T03:52:00,pip fruit,other vegetables,margarine,photo/film,,,,
2025-10-22T03:53:00,canned beer,shopping bags,,,,,,
2025-10-22T03:54:00,soda,,,,,,,
2025-10-22T03:55:00,berries,dessert,rolls/buns,soda,white wine,,,
2025-10-22T03:56:00,pip fruit,,,,,,,
2025-10-22T03:57:00,pork,root vegetables,other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,rolls/buns
2025-10-22T03:58:00,rolls/buns,bottled water,,,,,,
2025-10-22T03:59:00,sausage,bottled water,white wine,,,,,
2025-10-22T04:00:00,sausage,tropical fruit,onions,other vegetables,butter milk,curd cheese,rolls/buns,bottled water
2025-10-22T04:01:00,pip fruit,rolls/buns,soda,skin care,,,,
2025-10-22T04:02:00,frankfurter,onions,liquor (appetizer),napkins,,,,
2025-10-22T04:03:00,butter,,,,,,,
2025-10-22T04:04:00,organic sausage,tropical fruit,packaged fruit/vegetables,whole milk,curd,yogurt,soft cheese,curd cheese
2025-10-22T04:05:00,sausage,hamburger meat,whole milk,butter,curd,processed cheese,pastry,Instant food products
2025-10-22T04:06:00,frankfurter,sausage,other vegetables,rolls/buns,bottled water,bottled beer,,
2025-10-22T04:07:00,chicken,citrus fruit,other vegetables,whole milk,female sanitary products,,,
2025-10-22T04:08:00,whole milk,pastry,,,,,,
2025-10-22T04:09:00,berries,whole milk,curd,yogurt,rolls/buns,pastry,honey,chocolate
2025-10-22T04:10:00,beef,,,,,,,
2025-10-22T04:11:00,rolls/buns,bottled beer,,,,,,
2025-10-22T04:12:00,root vegetables,bottled water,white wine,,,,,
2025-10-22T04:13:00,tropical fruit,root vegetables,curd,yogurt,tea,newspapers,,
2025-10-22T04:14:00,beef,other vegetables,whole milk,domestic eggs,margarine,pickled vegetables,bottled water,bottled beer
2025-10-22T04:15:00,beef,,,,,,,
2025-10-22T04:16:00,hamburger meat,other vegetables,,,,,,
2025-10-22T04:17:00,citrus fruit,,,,,,,
2025-10-22T04:18:00,domestic eggs,rolls/buns,flour,,,,,
2025-10-22T04:19:00,dessert,specialty bar,newspapers,,,,,
2025-10-22T04:20:00,beverages,frozen fish,salt,sugar,snack products,,,
2025-10-22T04:21:00,sausage,ham,beef,citrus fruit,berries,yogurt,spread cheese,rolls/buns
2025-10-22T04:22:00,rolls/buns,margarine,bottled water,soda,red/blush wine,chocolate,candy,newspapers
2025-10-22T04:23:00,frankfurter,rolls/buns,,,,,,
2025-10-22T04:24:00,citrus fruit,tropical fruit,whole milk,yogurt,,,,
2025-10-22T04:25:00,pork,beef,grapes,berries,root vegetables,other vegetables,packaged fruit/vegetables,yogurt
2025-10-22T04:26:00,liver loaf,curd,rolls/buns,newspapers,,,,
2025-10-22T04:27:00,frankfurter,frozen dessert,rolls/buns,,,,,
2025-10-22T04:28:00,whole milk,napkins,,,,,,
2025-10-22T04:29:00,whole milk,shopping bags,,,,,,
2025-10-22T04:30:00,pork,margarine,candy,,,,,
2025-10-22T04:31:00,pasta,,,,,,,
2025-10-22T04:32:00,fruit/vegetable juice,,,,,,,
2025-10-22T04:33:00,chicken,root vegetables,other vegetables,rolls/buns,canned beer,red/blush wine,,
2025-10-22T04:34:00,grapes,pastry,coffee,hair spray,,,,
2025-10-22T04:35:00,bottled water,canned beer,,,,,,
2025-10-22T04:36:00,frankfurter,rolls/buns,brown bread,coffee,bottled water,soda,canned beer,chocolate
2025-10-22T04:37:00,frankfurter,hamburger meat,root vegetables,whole milk,yogurt,brown bread,chocolate,
2025-10-22T04:38:00,shopping bags,,,,,,,
2025-10-22T04:39:00,whole milk,yogurt,frozen fish,domestic eggs,white bread,margarine,fruit/vegetable juice,waffles
2025-10-22T04:40:00,sausage,tropical fruit,pip fruit,specialty cheese,ice cream,rolls/buns,soda,specialty chocolate
2025-10-22T04:41:00,frozen vegetables,,,,,,,
2025-10-22T04:42:00,pip fruit,cream cheese,rolls/buns,,,,,
2025-10-22T04:43:00,tropical fruit,whole milk,yogurt,,,,,
2025-10-22T04:44:00,whipped/sour cream,frozen vegetables,flour,flower (seeds),,,,
2025-10-22T04:45:00,tropical fruit,pasta,candy,,,,,
2025-10-22T04:46:00,frankfurter,pip fruit,other vegetables,yogurt,,,,
2025-10-22T04:47:00,bottled water,,,,,,,
2025-10-22T04:48:00,berries,whipped/sour cream,,,,,,
2025-10-22T04:49:00,chicken,whole milk,rolls/buns,pasta,,,,
2025-10-22T04:50:00,beverages,,,,,,,
2025-10-22T04:51:00,other vegetables,chocolate,,,,,,
2025-10-22T04:52:00,white bread,misc. beverages,bottled beer,liquor,red/blush wine,,,
2025-10-22T04:53:00,frankfurter,yogurt,domestic eggs,,,,,
2025-10-22T04:54:00,coffee,,,,,,,
2025-10-22T04:55:00,frankfurter,sausage,,,,,,
2025-10-22T04:56:00,sausage,rolls/buns,,,,,,
2025-10-22T04:57:00,sausage,hard cheese,shopping bags,,,,,
2025-10-22T04:58:00,soda,chocolate,candy,,,,,
2025-10-22T04:59:00,tropical fruit,root vegetables,whole milk,white bread,coffee,,,
2025-10-22T05:00:00,misc. beverages,,,,,,,
2025-10-22T05:01:00,tropical fruit,beverages,,,,,,
2025-10-22T05:02:00,butter,rolls/buns,soda,specialty bar,,,,
2025-10-22T05:03:00,curd,cream cheese,rolls/buns,flour,margarine,cat food,coffee,whisky
2025-10-22T05:04:00,other vegetables,rolls/buns,canned fish,,,,,
2025-10-22T05:05:00,specialty bar,,,,,,,
2025-10-22T05:06:00,curd,zwieback,,,,,,
2025-10-22T05:07:00,beef,whole milk,yogurt,brown bread,dish cleaner,dishes,,
2025-10-22T05:08:00,whole milk,shopping bags,,,,,,
2025-10-22T05:09:00,frozen meals,cereals,shopping bags,,,,,
2025-10-22T05:10:00,bottled water,,,,,,,
2025-10-22T05:11:00,soda,chocolate,,,,,,
2025-10-22T05:12:00,pork,beef,root vegetables,other vegetables,UHT-milk,spread cheese,mayonnaise,domestic eggs
2025-10-22T05:13:00,whole milk,curd,rolls/buns,bottled water,fruit/vegetable juice,soap,,
2025-10-22T05:14:00,shopping bags,,,,,,,
2025-10-22T05:15:00,sausage,pork,beef,hamburger meat,root vegetables,whole milk,butter,dessert
2025-10-22T05:16:00,soft cheese,cream cheese,rolls/buns,soda,specialty bar,,,
2025-10-22T05:17:00,sausage,other vegetables,rolls/buns,,,,,
2025-10-22T05:18:00,frozen vegetables,specialty chocolate,,,,,,
2025-10-22T05:19:00,chicken,berries,root vegetables,whole milk,butter,whipped/sour cream,cereals,napkins
2025-10-22T05:20:00,yogurt,frozen vegetables,cat food,,,,,
2025-10-22T05:21:00,whole milk,yogurt,pastry,waffles,,,,
2025-10-22T05:22:00,rolls/buns,,,,,,,
2025-10-22T05:23:00,sausage,rolls/buns,mustard,,,,,
2025-10-22T05:24:00,yogurt,dog food,newspapers,,,,,
2025-10-22T05:25:00,pork,fish,citrus fruit,whole milk,long life bakery product,,,
2025-10-22T05:26:00,tropical fruit,berries,whipped/sour cream,,,,,
2025-10-22T05:27:00,sausage,tropical fruit,pip fruit,root vegetables,whole milk,yogurt,rolls/buns,pastry
2025-10-22T05:28:00,canned beer,,,,,,,
2025-10-22T05:29:00,grapes,cream cheese,,,,,,
2025-10-22T05:30:00,tropical fruit,whole milk,yogurt,whipped/sour cream,frozen meals,rolls/buns,waffles,newspapers
2025-10-22T05:31:00,yogurt,,,,,,,
2025-10-22T05:32:00,frankfurter,tropical fruit,,,,,,
2025-10-22T05:33:00,sausage,bottled beer,liquor,,,,,
2025-10-22T05:34:00,pork,tropical fruit,pip fruit,bottled water,bottled beer,,,
2025-10-22T05:35:00,soda,,,,,,,
2025-10-22T05:36:00,baking powder,misc. beverages,shopping bags,,,,,
2025-10-22T05:37:00,misc. beverages,,,,,,,
2025-10-22T05:38:00,processed cheese,soda,,,,,,
2025-10-22T05:39:00,pork,hamburger meat,other vegetables,brown bread,Instant food products,,,
2025-10-22T05:40:00,cream cheese,rolls/buns,zwieback,dental care,napkins,newspapers,,
2025-10-22T05:41:00,tropical fruit,onions,other vegetables,whole milk,canned vegetables,soda,fruit/vegetable juice,chocolate
2025-10-22T05:42:00,jam,cocoa drinks,soda,,,,,
2025-10-22T05:43:00,pip fruit,hygiene articles,,,,,,
2025-10-22T05:44:00,frankfurter,sausage,meat,whole milk,beverages,hard cheese,fruit/vegetable juice,bottled beer
2025-10-22T05:45:00,flower soil/fertilizer,,,,,,,
2025-10-22T05:46:00,whole milk,canned fish,cat food,pet care,,,,
2025-10-22T05:47:00,pork,other vegetables,whole milk,brown bread,pastry,soda,misc. beverages,
2025-10-22T05:48:00,frankfurter,bottled water,misc. beverages,bottled beer,sparkling wine,,,
2025-10-22T05:49:00,chewing gum,shopping bags,,,,,,
2025-10-22T05:50:00,chicken,other vegetables,whole milk,pastry,,,,
2025-10-22T05:51:00,frozen vegetables,,,,,,,
2025-10-22T05:52:00,rolls/buns,,,,,,,
2025-10-22T05:53:00,yogurt,tea,fruit/vegetable juice,hygiene articles,,,,
2025-10-22T05:54:00,frankfurter,sausage,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter
2025-10-22T05:55:00,sausage,soda,,,,,,
2025-10-22T05:56:00,citrus fruit,onions,UHT-milk,brown bread,pastry,bottled water,fruit/vegetable juice,
2025-10-22T05:57:00,other vegetables,whole milk,yogurt,frozen meals,semi-finished bread,cat food,soda,fruit/vegetable juice
2025-10-22T05:58:00,whole milk,beverages,,,,,,
2025-10-22T05:59:00,beverages,rolls/buns,chewing gum,,,,,
2025-10-22T06:00:00,Instant food products,,,,,,,
2025-10-22T06:01:00,hamburger meat,other vegetables,,,,,,
2025-10-22T06:02:00,sausage,rolls/buns,cookware,,,,,
2025-10-22T06:03:00,tropical fruit,grapes,yogurt,frozen vegetables,ice cream,rolls/buns,sugar,soda
2025-10-22T06:04:00,whole milk,butter milk,hard cheese,coffee,chocolate,candy,,
2025-10-22T06:05:00,pastry,oil,,,,,,
2025-10-22T06:06:00,whole milk,curd,whipped/sour cream,cream cheese,white bread,oil,sugar,baking powder
2025-10-22T06:07:00,pasta,sauces,cake bar,chocolate marshmallow,napkins,,,
2025-10-22T06:08:00,whole milk,yogurt,frozen meals,pasta,sauces,canned fish,cat food,pet care
2025-10-22T06:09:00,processed cheese,bottled water,soda,,,,,
2025-10-22T06:10:00,brown bread,,,,,,,
2025-10-22T06:11:00,frozen meals,canned beer,red/blush wine,salty snack,,,,
2025-10-22T06:12:00,sausage,citrus fruit,tropical fruit,grapes,other vegetables,packaged fruit/vegetables,butter,curd
2025-10-22T06:13:00,tropical fruit,frozen meals,rolls/buns,candy,newspapers,,,
2025-10-22T06:14:00,beef,other vegetables,waffles,potted plants,,,,
2025-10-22T06:15:00,bottled beer,liquor,,,,,,
2025-10-22T06:16:00,domestic eggs,,,,,,,
2025-10-22T06:17:00,sparkling wine,,,,,,,
2025-10-22T06:18:00,soda,misc. beverages,salty snack,chewing gum,,,,
2025-10-22T06:19:00,sausage,rolls/buns,soda,,,,,
2025-10-22T06:20:00,chocolate,,,,,,,
2025-10-22T06:21:00,tropical fruit,whole milk,butter milk,cereals,fruit/vegetable juice,long life bakery product,chocolate,cleaner
2025-10-22T06:22:00,beef,tropical fruit,yogurt,,,,,
2025-10-22T06:23:00,brown bread,pastry,semi-finished bread,dog food,coffee,fruit/vegetable juice,,
2025-10-22T06:24:00,whole milk,,,,,,,
2025-10-22T06:25:00,berries,other vegetables,yogurt,UHT-milk,rolls/buns,bottled water,soda,
2025-10-22T06:26:00,citrus fruit,pip fruit,butter,spices,bottled beer,long life bakery product,specialty bar,dental care
2025-10-22T06:27:00,soda,specialty chocolate,,,,,,
2025-10-22T06:28:00,hamburger meat,grapes,whole milk,pastry,pasta,soda,,
2025-10-22T06:29:00,chocolate,,,,,,,
2025-10-22T06:30:00,grapes,liquor (appetizer),waffles,,,,,
2025-10-22T06:31:00,tropical fruit,root vegetables,other vegetables,napkins,,,,
2025-10-22T06:32:00,yogurt,,,,,,,
2025-10-22T06:33:00,hamburger meat,root vegetables,yogurt,whipped/sour cream,sliced cheese,pasta,soda,nut snack
2025-10-22T06:34:00,nuts/prunes,brandy,,,,,,
2025-10-22T06:35:00,pastry,soda,salty snack,popcorn,skin care,,,
2025-10-22T06:36:00,sausage,other vegetables,yogurt,cat food,chewing gum,female sanitary products,cling film/bags,
2025-10-22T06:37:00,sausage,ham,bottled water,,,,,
2025-10-22T06:38:00,berries,,,,,,,
2025-10-22T06:39:00,canned beer,,,,,,,
2025-10-22T06:40:00,citrus fruit,,,,,,,
2025-10-22T06:41:00,rolls/buns,soda,,,,,,
2025-10-22T06:42:00,rolls/buns,soda,detergent,,,,,
2025-10-22T06:43:00,chicken,other vegetables,rolls/buns,shopping bags,,,,
2025-10-22T06:44:00,frankfurter,hamburger meat,whole milk,coffee,bottled water,bottled beer,waffles,chocolate
2025-10-22T06:45:00,rolls/buns,,,,,,,
2025-10-22T06:46:00,citrus fruit,whole milk,yogurt,whipped/sour cream,cat food,specialty chocolate,female sanitary products,
2025-10-22T06:47:00,soda,,,,,,,
2025-10-22T06:48:00,beef,root vegetables,curd,dessert,waffles,dish cleaner,,
2025-10-22T06:49:00,waffles,,,,,,,
2025-10-22T06:50:00,whole milk,salty snack,,,,,,
2025-10-22T06:51:00,finished products,,,,,,,
2025-10-22T06:52:00,whole milk,soda,cleaner,,,,,
2025-10-22T06:53:00,ham,berries,root vegetables,whole milk,whipped/sour cream,brown bread,pastry,bottled beer
2025-10-22T06:54:00,processed cheese,brown bread,,,,,,
2025-10-22T06:55:00,sausage,root vegetables,,,,,,
2025-10-22T06:56:00,curd,dishes,,,,,,
2025-10-22T06:57:00,bottled beer,,,,,,,
2025-10-22T06:58:00,dessert,frozen dessert,oil,soda,salty snack,chocolate,dental care,
2025-10-22T06:59:00,chicken,other vegetables,,,,,,
2025-10-22T07:00:00,bottled beer,,,,,,,
2025-10-22T07:01:00,finished products,pip fruit,yogurt,chocolate,,,,
2025-10-22T07:02:00,rolls/buns,soda,cleaner,,,,,
2025-10-22T07:03:00,soda,rum,,,,,,
2025-10-22T07:04:00,fruit/vegetable juice,potted plants,shopping bags,,,,,
2025-10-22T07:05:00,other vegetables,dessert,white bread,,,,,
2025-10-22T07:06:00,frozen vegetables,frozen fish,,,,,,
2025-10-22T07:07:00,tropical fruit,whole milk,curd,dessert,pastry,soda,misc. beverages,hygiene articles
2025-10-22T07:08:00,frozen vegetables,seasonal products,hygiene articles,newspapers,,,,
2025-10-22T07:09:00,hamburger meat,soda,rum,potted plants,,,,
2025-10-22T07:10:00,frankfurter,meat,other vegetables,mustard,bottled beer,detergent,,
2025-10-22T07:11:00,yogurt,rolls/buns,,,,,,
2025-10-22T07:12:00,other vegetables,yogurt,whipped/sour cream,waffles,,,,
2025-10-22T07:13:00,sausage,hamburger meat,onions,other vegetables,rolls/buns,coffee,,
2025-10-22T07:14:00,sausage,berries,curd,whipped/sour cream,long life bakery product,specialty bar,,
2025-10-22T07:15:00,rolls/buns,soda,,,,,,
2025-10-22T07:16:00,chicken,long life bakery product,chocolate,,,,,
2025-10-22T07:17:00,frankfurter,tropical fruit,whole milk,rolls/buns,bottled water,napkins,,
2025-10-22T07:18:00,whole milk,hard cheese,bottled beer,,,,,
2025-10-22T07:19:00,bottled beer,liquor,,,,,,
2025-10-22T07:20:00,shopping bags,,,,,,,
2025-10-22T07:21:00,sausage,whole milk,sauces,,,,,
2025-10-22T07:22:00,soda,,,,,,,
2025-10-22T07:23:00,tropical fruit,pip fruit,,,,,,
2025-10-22T07:24:00,pork,frozen vegetables,,,,,,
2025-10-22T07:25:00,frozen dessert,soda,,,,,,
2025-10-22T07:26:00,beef,root vegetables,white wine,shopping bags,,,,
2025-10-22T07:27:00,frankfurter,sausage,Instant food products,,,,,
2025-10-22T07:28:00,bottled beer,,,,,,,
2025-10-22T07:29:00,pip fruit,berries,root vegetables,whole milk,curd,whipped/sour cream,soft cheese,frozen vegetables
2025-10-22T07:30:00,chicken,berries,frozen vegetables,coffee,cling film/bags,,,
2025-10-22T07:31:00,frankfurter,sausage,pastry,,,,,
2025-10-22T07:32:00,yogurt,frozen fish,rolls/buns,,,,,
2025-10-22T07:33:00,ice cream,white bread,candles,,,,,
2025-10-22T07:34:00,tropical fruit,dishes,,,,,,
2025-10-22T07:35:00,pasta,soda,long life bakery product,,,,,
2025-10-22T07:36:00,root vegetables,whole milk,whipped/sour cream,domestic eggs,soda,fruit/vegetable juice,,
2025-10-22T07:37:00,other vegetables,butter,whipped/sour cream,processed cheese,frozen fruits,,,
2025-10-22T07:38:00,soda,canned beer,newspapers,,,,,
2025-10-22T07:39:00,soda,misc. beverages,waffles,shopping bags,,,,
2025-10-22T07:40:00,grapes,berries,butter milk,yogurt,potted plants,,,
2025-10-22T07:41:00,specialty chocolate,,,,,,,
2025-10-22T07:42:00,pip fruit,ice cream,bottled water,soda,fruit/vegetable juice,bottled beer,,
2025-10-22T07:43:00,chewing gum,chocolate,specialty chocolate,,,,,
